location_id,zone,borough,centroid_x,centroid_y,zipcode,county,neighborhood,median_household_income,median_home_value,population,population_density
209,Seaport,Manhattan,-74.00226657374267,40.708273002115355,10038,New York County,Lower Manhattan,66074.0,616300.0,20300,68214.0
210,Sheepshead Bay,Brooklyn,-73.93013717269702,40.5900037711289,11229,Kings County,Southern Brooklyn,51725.0,524100.0,80018,36934.0
211,SoHo,Manhattan,-74.00219049199994,40.7235112873076,10012,New York County,Greenwich Village and Soho,86594.0,1000001.0,24090,74517.0
214,South Beach/Dongan Hills,Staten Island,-74.07929472400534,40.58392472989539,10305,Richmond County,Stapleton and St. George,70758.0,415300.0,41749,9819.0
215,South Jamaica,Queens,-73.7920721209473,40.69474293071043,11433,Queens County,Jamaica,42887.0,379700.0,32687,21062.0
216,South Ozone Park,Queens,-73.81713132159457,40.67647600023638,11420,Queens County,Southwest Queens,59832.0,421200.0,44354,21345.0
217,South Williamsburg,Brooklyn,-73.95803772593744,40.704056796537415,11211,Kings County,Greenpoint,46848.0,655500.0,90117,39209.0
218,Springfield Gardens North,Queens,-73.77276119912626,40.67293090829466,11434,Queens County,Jamaica,59229.0,371900.0,59129,18256.0
219,Springfield Gardens South,Queens,-73.77040398540944,40.661961047533225,11434,Queens County,Jamaica,59229.0,371900.0,59129,18256.0
225,Stuyvesant Heights,Brooklyn,-73.93046973359647,40.68873732053206,11221,Kings County,Bushwick and Williamsburg,39178.0,543800.0,78895,57033.0
220,Spuyten Duyvil/Kingsbridge,Bronx,-73.9120494648936,40.88229527421792,10463,Bronx County,Kingsbridge and Riverdale,54258.0,289700.0,67970,47002.0
224,Stuy Town/Peter Cooper Village,Manhattan,-73.97432494659836,40.73162175627518,10009,New York County,Lower East Side,59929.0,672800.0,61347,99492.0
226,Sunnyside,Queens,-73.92583673387934,40.7269999517341,11378,Queens County,West Queens,57474.0,538600.0,34981,13697.0
221,Stapleton,Staten Island,-74.07219202846689,40.62045813852951,10305,Richmond County,Stapleton and St. George,70758.0,415300.0,41749,9819.0
222,Starrett City,Brooklyn,-73.88594887567128,40.6457561784703,11236,Kings County,Canarsie and Flatlands,61061.0,478700.0,93877,26112.0
223,Steinway,Queens,-73.89569965177398,40.782078492613536,11370,Queens County,West Queens,52500.0,517100.0,39688,27899.0
227,Sunset Park East,Brooklyn,-74.00686328972992,40.63975193057991,11220,Kings County,Sunset Park,37580.0,615300.0,99598,55603.0
228,Sunset Park West,Brooklyn,-74.0119474835768,40.65547842971836,11220,Kings County,Sunset Park,37580.0,615300.0,99598,55603.0
229,Sutton Place/Turtle Bay North,Manhattan,-73.96428391749836,40.75578433963389,10022,New York County,Gramercy Park and Murray Hill,109019.0,866100.0,31924,73158.0
230,Times Sq/Theatre District,Manhattan,-73.98431328446868,40.75960675437493,10020,New York County,Chelsea and Clinton,,,0,
231,TriBeCa/Civic Center,Manhattan,-74.00988012165361,40.71884791267151,10013,New York County,Greenwich Village and Soho,83725.0,1000001.0,27700,50154.0
239,Upper West Side South,Manhattan,-73.98317024389998,40.78479094272763,10023,New York County,Upper West Side,103534.0,872500.0,60998,124357.0
232,Two Bridges/Seward Park,Manhattan,-73.98295429854691,40.713593866942,10002,New York County,Lower East Side,33218.0,535600.0,81410,92573.0
233,UN/Turtle Bay South,Manhattan,-73.96718218257266,40.74645601272847,10017,New York County,Gramercy Park and Murray Hill,100652.0,637100.0,16575,51775.0
234,Union Sq,Manhattan,-73.99013084814274,40.73930962587746,10011,New York County,Chelsea and Clinton,104238.0,914500.0,50984,77436.0
235,University Heights/Morris Heights,Bronx,-73.91715837221277,40.85413220003511,10453,Bronx County,Central Bronx,25470.0,445200.0,78309,85491.0
236,Upper East Side North,Manhattan,-73.95713832046145,40.78026297126913,10028,New York County,Upper East Side,104638.0,1000001.0,45141,143683.0
237,Upper East Side South,Manhattan,-73.96566603151011,40.768456095306036,10065,New York County,Upper East Side,115519.0,1000001.0,32270,83533.0
238,Upper West Side North,Manhattan,-73.97406636327197,40.79238761227657,10162,New York County,,168667.0,,1685,148228.0
240,Van Cortlandt Park,Bronx,-73.87908464525641,40.89079994223442,10467,Bronx County,Bronx Park and Fordham,36048.0,369500.0,97060,41649.0
241,Van Cortlandt Village,Bronx,-73.89597174141073,40.8753425177286,10468,Bronx County,Bronx Park and Fordham,33776.0,171200.0,76103,70778.0
258,Woodhaven,Queens,-73.8547316409158,40.68764043950458,11416,Queens County,Southwest Queens,56724.0,447200.0,24861,37347.0
242,Van Nest/Morris Park,Bronx,-73.84922971365067,40.848513949686435,10462,Bronx County,Southeast Bronx,45864.0,271300.0,75784,51207.0
245,West Brighton,Staten Island,-74.10379674803772,40.63234667885525,10301,Richmond County,Stapleton and St. George,56848.0,402300.0,39706,10852.0
263,Yorkville West,Manhattan,-73.95019865397909,40.77901985064576,10028,New York County,Upper East Side,104638.0,1000001.0,45141,143683.0
243,Washington Heights North,Manhattan,-73.93751947033391,40.85737312681301,10034,New York County,Inwood and Washington Heights,41171.0,354700.0,38908,34544.0
244,Washington Heights South,Manhattan,-73.94325607354216,40.84284998700479,10032,New York County,Inwood and Washington Heights,34568.0,334900.0,57331,87199.0
253,Willets Point,Queens,-73.84220212215655,40.762045302849465,11368,Queens County,West Queens,45964.0,480900.0,109931,41768.0
246,West Chelsea/Hudson Yards,Manhattan,-74.00811097157023,40.75010482577549,10199,New York County,,,,9,349.0
247,West Concourse,Bronx,-73.92407632073248,40.830233394475115,10452,Bronx County,High Bridge and Morrisania,25979.0,402800.0,75371,76548.0
248,West Farms/Bronx River,Bronx,-73.87366158191142,40.83486171692912,10460,Bronx County,Central Bronx,22307.0,391700.0,57311,43567.0
249,West Village,Manhattan,-74.00308130090468,40.73381070285705,10011,New York County,Chelsea and Clinton,104238.0,914500.0,50984,77436.0
257,Windsor Terrace,Brooklyn,-73.97842658619118,40.656034146973816,11218,Kings County,Borough Park,52445.0,546300.0,75220,52664.0
250,Westchester Village/Unionport,Bronx,-73.84496166598413,40.834344459303914,10461,Bronx County,Southeast Bronx,52347.0,454700.0,50502,21045.0
251,Westerleigh,Staten Island,-74.12607421786721,40.616502746421695,10310,Richmond County,Port Richmond,61925.0,414600.0,24962,13903.0
252,Whitestone,Queens,-73.81498804996954,40.79509713890858,11357,Queens County,North Queens,71978.0,590800.0,39150,13973.0
254,Williamsbridge/Olinville,Bronx,-73.85905547067351,40.88239282715963,10467,Bronx County,Bronx Park and Fordham,36048.0,369500.0,97060,41649.0
255,Williamsburg (North Side),Brooklyn,-73.96167244815561,40.71965141116873,11211,Kings County,Greenpoint,46848.0,655500.0,90117,39209.0
256,Williamsburg (South Side),Brooklyn,-73.96294028477239,40.71073579169563,11211,Kings County,Greenpoint,46848.0,655500.0,90117,39209.0
259,Woodlawn/Wakefield,Bronx,-73.85363505790906,40.900107387748804,10470,Bronx County,Northeast Bronx,58600.0,401200.0,15293,10734.0
260,Woodside,Queens,-73.90590742873157,40.746438543566065,11377,Queens County,West Queens,49886.0,395800.0,89830,35274.0
261,World Trade Center,Manhattan,-74.01398316194279,40.70745550442849,10006,New York County,Lower Manhattan,119274.0,714300.0,3011,32796.0
262,Yorkville East,Manhattan,-73.94191363332249,40.77903913536544,10028,New York County,Upper East Side,104638.0,1000001.0,45141,143683.0
